GeoIdEvento,InDegree_15,InDegree_17,InDegreeDifference
506,74.07213805087419,230.2559109514499,156.18377290057572
411,121.44702017775549,9.902759276983408,-111.54426090077209
412,61.40310837891819,37.67640034920088,-23.726708029717308
468,92.42993397027041,113.63650724586478,21.206573275594366
479,105.56322506279024,27.154739509017702,-78.40848555377254
443,60.577627651225185,0.0,-60.577627651225185
431,37.592183550002815,2.18151609071194,-35.41066745929088
436,50.623748447116135,1.920847263964,-48.702901183152136
441,70.43660612110138,0.0,-70.43660612110138
487,22.88689280858997,2.0531453606407224,-20.833747447949246
485,58.65795185889068,0.43065340961255,-58.22729844927812
460,7.759125544297396,1.8823883155908,-5.876737228706595
437,42.941321959358774,36.10336911859879,-6.837952840759982
396,59.01626601970973,214.735286807004,155.71902078729426
422,49.06963891048638,0.0,-49.06963891048638
445,80.13865028144586,114.56215274736783,34.42350246592197
444,44.5182537072832,0.0,-44.5182537072832
442,85.50295294426965,70.89557471213358,-14.607378232136071
462,105.57819623604784,4.062828797689002,-101.51536743835884
410,124.3789120415621,4.9881960711954,-119.3907159703667
449,101.01383749301745,182.5802255340533,81.56638804103586
465,57.63717426891921,90.64059080346723,33.00341653454802
989,2.836847426479543,0.0,-2.836847426479543
482,123.28990995351185,41.9819468466213,-81.30796310689055
435,106.170693963733,118.23037514554012,12.059681181807122
477,43.54092174791418,8.64099150196059,-34.89993024595359
415,55.982143771177476,0.1192412462298,-55.86290252494768
389,116.94590392516857,0.0,-116.94590392516857
476,17.87443087138227,1.36742455774676,-16.50700631363551
401,49.231257304211475,23.800160246739946,-25.43109705747153
484,30.306291682671123,0.29062629946179996,-30.015665383209324
452,55.84166236821093,0.0,-55.84166236821093
418,86.77848579887285,168.07930604959998,81.30082025072713
403,64.68099619740272,210.3581232616841,145.6771270642814
404,44.8677570241636,21.393431597282188,-23.474325426881414
489,95.2102666316265,28.984722672918373,-66.22554395870813
433,60.75804541366407,0.0,-60.75804541366407
421,52.67304298833428,63.020622489482285,10.347579501148005
438,59.96081257047091,0.0,-59.96081257047091
383,3.7605155925308997,3.2586183658846988,-0.501897226646201
414,45.285598922552566,1.174287597921,-44.111311324631565
399,122.79222645697232,92.6112877070762,-30.180938749896114
507,45.11106894662369,265.4765836292101,220.36551468258642
483,20.39168806715674,0.2881739412534,-20.103514125903338
420,27.22791924110623,0.0,-27.22791924110623
434,46.5463965379095,2.230834437102,-44.315562100807504
491,69.33021489366882,1.20065480444579,-68.12956008922303
456,129.22815845492278,181.84727196809726,52.61911351317448
505,72.21443484239909,30.329799251285714,-41.88463559111337
502,47.47033880724986,123.09139066853766,75.6210518612878
464,7.0038225897747015,0.7849840049033001,-6.218838584871401
480,55.83671883656151,0.6576770641443,-55.17904177241721
469,42.004003763938016,0.0,-42.004003763938016
425,70.50147769543842,266.6283352985656,196.12685760312718
439,25.017302182761675,0.033024007056054,-24.984278175705622
393,31.874704583486,0.0,-31.874704583486
429,17.964779063763736,0.4343760224747201,-17.530403041289016
382,69.81910482296074,16.228979910157154,-53.59012491280359
496,13.853320795088894,60.2045581778589,46.35123738277001
495,76.03503505534914,3.3143720626046207,-72.72066299274452
481,77.54982825292903,0.0,-77.54982825292903
501,48.128211360646134,23.2639500027032,-24.864261357942933
455,23.103963300143977,8.184914182680464,-14.919049117463514
453,79.8106518536963,167.2310751890787,87.4204233353824
417,80.3180427743334,19.576218419134005,-60.7418243551994
381,20.762615190759302,1.7282982377031777,-19.034316953056123
474,57.629131591480295,0.0,-57.629131591480295
509,57.084720417557065,1.2546545864549,-55.83006583110217
478,62.63842615206118,0.0,-62.63842615206118
494,13.500803917212,1.01618596492189,-12.48461795229011
497,27.54206887120791,174.21409787932686,146.67202900811895
473,25.114364852044602,1.9715861516097,-23.142778700434903
387,14.892409959863295,0.24015583444059,-14.652254125422706
510,90.1557388128988,0.0826975524748,-90.073041260424
467,46.011728851788604,335.62786741890653,289.6161385671179
426,73.16982344228991,121.95775132721113,48.78792788492122
394,5.2703918872484,117.9946134722754,112.72422158502701
406,19.741570392459806,105.92767324109491,86.1861028486351
409,11.862356238083644,0.0,-11.862356238083644
430,30.845745499012324,0.0,-30.845745499012324
427,14.758213374962384,1.4351889464229404,-13.323024428539444
400,50.66128169534977,13.629113908120404,-37.03216778722937
388,8.196526283023402,5.006454665436499,-3.190071617586903
398,13.638592378090898,2.6241025527037998,-11.014489825387098
416,11.723688927758104,3.877972041921801,-7.845716885836303
423,102.272852076261,387.79106428028,285.518212204019
413,33.33117428407491,1.4680883214276998,-31.86308596264721
397,80.83617080527057,0.9998767903212,-79.83629401494937
450,35.23596240072803,1.4413554733462,-33.79460692738183
447,17.96563906809419,0.0,-17.96563906809419
459,87.74676673519863,5.026526685118379,-82.72024005008025
380,27.6710333681987,0.0,-27.6710333681987
500,148.26314776397226,25.41256399136529,-122.85058377260697
504,31.99048478135211,4.771013141615399,-27.21947163973671
451,88.72592770967151,5.647893762222098,-83.07803394744941
392,4.5679606224196005,152.51487379159886,147.94691316917925
408,79.98687057646416,5.023576777098638,-74.96329379936552
490,31.310045979728628,13.003165747531714,-18.306880232196914
475,32.518919624595114,4.799177793735,-27.719741830860116
472,8.6403043908729,0.9196825189316,-7.720621871941301
508,10.191056214687304,268.37645861691857,258.18540240223126
428,26.73511194501869,0.0,-26.73511194501869
461,7.0673409391467015,86.72477951171865,79.65743857257195
470,5.3581960815472005,2.0032870561297,-3.3549090254175007
486,63.76733453564854,10.703528058220595,-53.063806477427946
498,41.51741826895841,1.6474739056059,-39.86994436335251
386,5.8338970677525985,0.0,-5.8338970677525985
391,51.46182442364067,10.826087143966406,-40.63573727967427
390,6.565695767998379,0.0,-6.565695767998379
454,20.87019814463847,0.0,-20.87019814463847
432,47.04159146844156,0.0,-47.04159146844156
402,23.890171514153813,3.9479664081226096,-19.942205106031203
488,11.675288640898545,7.13975984990563,-4.535528790992915
883,18.3240606483306,15.404070143575597,-2.9199905047550043
424,8.980892018138642,0.0,-8.980892018138642
492,8.185241426733072,0.020273291720709997,-8.164968135012362
377,6.221089104291699,118.34329031121513,112.12220120692344
419,21.637817539151854,0.0,-21.637817539151854
499,12.185161274347804,3.1945442513850004,-8.990617022962804
493,23.484827113867468,1.0885061592997505,-22.396320954567717
463,2.2993202928894,0.3596370525568,-1.9396832403326
378,3.2752960632523,0.3815996915928,-2.8936963716595
407,33.3679606755843,169.4090300525493,136.041069376965
448,10.2381089686516,162.78993145136528,152.55182248271367
440,36.50899184169192,119.94168632729931,83.43269448560739
379,6.804500838362202,3.3857446321149003,-3.4187562062473016
384,9.655106208030501,0.0,-9.655106208030501
471,7.884591767836802,6.468248428008097,-1.4163433398287042
385,3.4073838356504003,0.0,-3.4073838356504003
395,3.2492259149391702,0.0,-3.2492259149391702
405,2.8003022010223995,0.8526691389337001,-1.9476330620886992
466,3.9630974369259,4.078520673976302,0.11542323705040136
446,9.113388860522699,0.7764956717031001,-8.336893188819598
458,0.33489669137269995,0.0,-0.33489669137269995
503,4.8710905865054,3.4929866496693998,-1.3781039368360006
457,0.044984592315300005,0.0,-0.044984592315300005
1776,0.127450097933,0.0,-0.127450097933
1803,0.0,49.58716735401978,49.58716735401978
1804,0.0,37.5600989660648,37.5600989660648
