source,target,weight
377,377,0.019758740593224373
377,476,0.10651329653105167
378,411,0.05382316012410764
379,501,0.27716974943581874
379,475,0.12452909376047192
379,480,0.0736780317792001
379,482,0.2224037447680236
379,379,0.027552555999178226
380,505,0.7783189090735425
380,382,0.1106282370204531
380,381,0.06662625974016263
380,387,0.08927725688059072
380,483,0.12224471172482228
380,450,0.15136033770275248
380,401,0.785909665330039
380,476,0.12325632530647888
380,487,0.37409508122470864
380,509,0.23947230405151385
380,415,0.15591339056304795
380,480,0.12099137428147083
380,440,1.0518094627466572
380,426,0.6467424449950054
380,482,0.48722938442748764
380,479,0.4950410301179194
380,494,0.30437703337445454
380,500,0.11111727347245615
380,507,0.35700147727316384
380,510,0.08807601569732883
380,421,0.5486245401143549
380,459,0.1464791999580415
381,382,0.0005795193641047517
381,381,0.023849752561440892
381,399,0.8181700127633171
381,509,0.19748029386410376
381,415,0.13976953746105236
381,468,0.7745643974230185
381,494,0.07828747395151131
381,396,0.09526591275121296
381,510,0.03751746357158211
382,473,0.2335536667915253
382,505,0.8086397515898995
382,397,0.07992150446942822
382,382,0.0319079324955474
382,381,0.0005938907920359819
382,387,0.06213944530634818
382,483,0.21306682024666718
382,391,0.15655327780462114
382,467,1.847891229062135
382,476,0.1353847776910501
382,509,0.2989772000615979
382,415,0.19088082175836849
382,451,0.18195907880405865
382,497,0.4696421711770807
382,440,0.9080266718046771
382,383,0.3508508430345727
382,490,0.4355374030426442
382,482,0.5580569772595395
382,493,0.12751700817832318
382,494,0.07835670099824553
382,500,0.40775211443995335
382,507,0.12788327684930087
382,510,0.07505378693155505
383,423,0.26414631486750717
383,415,0.10068581730207816
383,383,0.030806367076711794
384,427,0.2174241031812358
384,505,0.866979376337378
384,382,0.11475947970360661
384,381,0.03485257533155446
384,437,0.384187710055511
384,435,0.20629496707092373
384,510,0.05628000730957707
385,382,0.23496838269632297
385,391,0.1571419013408916
386,505,0.30850448576383466
386,382,0.07661304309977615
386,387,0.028971991002914074
386,391,0.09447199200069216
386,497,0.6085750738468456
386,479,0.14287193911793103
386,494,0.20005371461485758
386,510,0.03715442183969518
387,382,0.14705854791782474
387,387,0.009001755404557193
388,466,0.08251686182497052
388,388,0.032389563787985
388,399,0.9018779304824174
388,482,0.3796507374191106
388,508,0.35230729240080105
389,466,0.37153024756289355
389,505,0.4708760162024063
389,477,0.45815195572208894
389,397,0.20788806256713627
389,382,0.36406677012335287
389,387,0.10675020584287731
389,391,0.191261921467592
389,475,0.4518787972165592
389,392,0.6901688751479516
389,476,0.40408499056377
389,415,0.08787475333677118
389,453,0.5760176220015427
389,497,1.0103979670023062
389,440,0.22568498198412165
389,426,0.8968198983079446
389,437,0.6307089778434413
389,408,0.208728835845344
389,435,0.9816108317129895
389,490,0.8451424082198074
389,482,0.8384970299958895
389,479,0.8340617370262443
389,396,0.18214325384090221
389,500,0.5245994447089465
389,507,0.36480355813896176
389,510,0.05742139599100574
390,382,0.18517224602422
390,391,0.10806513120653477
390,497,0.8673775679318279
390,429,0.23464505206274908
390,510,0.05529580760314186
391,391,0.0244387404518944
391,392,0.27022906034543853
392,392,0.025504511217318164
393,382,0.17988034029807848
393,392,0.35667811135073774
393,399,0.6370540971527059
393,480,0.23094858172886712
393,393,0.010380319089921444
394,394,0.010756985188667181
394,423,0.28074758158592705
395,395,0.003000585134852398
396,397,0.07251439711335649
396,391,0.20038382764137752
396,396,0.010756985188667181
397,397,0.01628196936073261
397,382,0.24496298785480985
397,381,0.05047095845556646
397,391,0.2093082870542521
397,396,0.07251439711335649
397,510,0.03614641877770777
398,398,0.02157368069357208
398,404,0.24936902861277185
399,506,1.0836123838039107
399,377,0.9056314803562394
399,501,0.9454623757637041
399,391,0.8534283587436311
399,399,0.03655803521411026
399,401,0.2507222695219163
399,403,0.8879268988470017
399,407,0.7720857674883366
399,453,1.8634947677864981
399,482,0.6697009526748549
399,493,1.172050883842385
399,507,1.0889126181234798
399,400,0.2845880944501611
400,399,0.1905230706249937
400,400,0.027400914249601144
401,399,0.19856837749877349
401,401,0.024776995213494482
401,404,0.1557941168414021
402,399,0.13336735658936016
403,388,0.25626684854459125
403,391,0.251161784644344
403,392,0.20964626264446468
403,399,0.4683877544869821
403,403,0.03174413813920965
403,396,0.05664510682939182
403,495,0.25121038854447986
403,502,0.16779984603275158
404,404,0.023289195251468216
404,400,0.08264499412370202
405,404,0.2896853974043214
405,440,0.3779605301229678
405,405,0.02840223784722934
406,406,0.003000585134852398
407,505,0.49475369083562026
407,477,0.2900098442530177
407,468,0.5416379455864955
407,490,0.7466534961376745
407,396,0.14469847880261227
407,500,0.8483408525218399
408,387,0.19224915148772725
408,483,0.06935564803673452
408,450,0.08526141176602908
408,392,0.30982678353519444
408,399,0.7334817082753227
408,425,0.04470509966345499
408,487,0.18560943617236225
408,439,0.026504760780144642
408,429,0.0664421890312361
408,431,0.11145706587362947
408,426,0.13637907818758727
408,437,0.06192087521042699
408,465,0.7465449241592083
408,408,0.01500292567426199
408,490,0.31465596633014653
408,482,0.232987898469681
408,479,0.19582857016809133
408,500,0.16411208648303796
408,413,0.1005763780797833
408,442,0.15598879865137827
408,459,0.17626038020596804
409,391,0.444483217745864
409,453,0.024612521282241787
409,429,0.03385348891238027
409,431,0.05637224139618086
409,426,0.09261318741602348
409,437,0.03464239543229972
409,408,0.014078016961023107
409,442,0.07534209219539129
410,410,0.02310582495008115
410,411,0.1303720035937948
411,427,0.29594075994666214
411,477,0.1017322878677677
411,411,0.03042458706208035
411,437,0.14153324094184092
411,482,0.37138174220527465
411,479,0.16594044316737205
411,459,0.0928295178203985
412,377,0.2249362103448537
412,477,0.1989455146499835
412,387,0.24775748361006214
412,467,2.2760249031203363
412,425,0.26892374934729735
412,487,0.1712666283622126
412,411,0.07761873548581111
412,453,0.24760993157470593
412,449,0.06130338060058347
412,431,0.14375736517443682
412,465,0.2868276409698476
412,482,0.4314691632440848
412,479,0.39066174510586493
413,413,0.018070627336386726
414,480,0.12951823845510782
414,448,0.352115155441677
414,414,0.024154255895294494
415,382,0.22278901305999574
415,381,0.1905640955188154
415,487,0.08986864373916538
415,415,0.01638148935962624
415,480,0.09241218958147926
415,440,1.1086517955473543
415,437,0.15349286030180384
417,427,0.0557302241960903
417,377,0.5211409947354324
417,501,0.6030308926407189
417,387,0.21182570717645455
417,425,0.02306658627530273
417,453,0.05171961970037181
417,497,0.5000580036329098
417,426,0.07504230983614793
417,437,0.13721974628920952
417,408,0.019596940626311104
417,435,0.024530924781300225
417,490,0.2669668171442729
417,479,0.28242137001205203
417,498,0.19468779812370934
417,396,0.5422640512533662
417,510,0.17133244993841973
417,442,0.09809082324690305
418,427,0.05755523922521122
418,455,0.1418012724497461
418,392,1.0256142719653099
418,425,0.036365033636184235
418,453,0.04672789258849795
418,449,0.11614935880516532
418,439,0.014643273345528746
418,440,0.025593107770859394
418,426,0.07145163536980212
418,437,0.11419536449173434
418,456,0.09239751095002095
418,408,0.016556391133741005
418,490,0.2930156576692714
418,482,0.2907661020217052
418,500,0.1500021238290673
418,504,0.2617526914533073
418,379,0.3505165159443423
418,442,0.09081242366151093
419,427,0.03535966668742557
419,477,0.19534092542108644
419,382,0.5595765370764314
419,483,0.08605624642637734
419,392,0.7512164213951515
419,425,0.023688764441583243
419,453,0.03647179579355132
419,439,0.011560816951598106
419,497,0.16252474448081963
419,429,0.0156036404283716
419,426,0.04364853460250074
419,437,0.08117962234832288
419,442,0.05780909144026769
420,427,0.05799638570346584
420,455,0.1716178964681397
420,475,0.2870534185437387
420,425,0.027608491344154003
420,423,0.008317224525694923
420,476,0.08306159230037227
420,398,0.8216543095825323
420,453,0.051418596096493456
420,451,0.08544362513507284
420,431,0.05508106621351716
420,426,0.07508304601162973
420,437,0.057710379892834354
420,408,0.023258428641043816
420,490,0.22548593106245987
420,504,0.25126242599858684
420,442,0.10037341070795254
421,427,0.030985026129874936
421,392,0.3283749414277789
421,425,0.03850748307536537
421,403,0.7534721371640477
421,453,0.059571483315442354
421,429,0.017690089024424923
421,431,0.031441509982472284
421,426,0.06220462627221109
421,437,0.10348203021887352
421,408,0.02655109441021818
421,482,0.0985114489212439
421,442,0.04898488054381642
422,427,0.07097103348550306
422,473,0.25622486849111176
422,506,0.5531592415446142
