GeoId,InDegree
1342,0
271,0
304,0
957,0
859,0
439,25.017302182761675
1413,0
656,0
699,0
196,0
1170,0
3,0
475,32.518919624595114
1122,0
818,0
969,0
725,0
1268,0
105,0
195,0
1238,0
48,0
660,0
247,0
794,0
525,0
877,0
878,0
1102,0
446,9.1133888605227
132,0
67,0
929,0
1144,0
96,0
283,0
1014,0
1319,0
1306,0
972,0
517,0
1242,0
380,27.6710333681987
1261,0
215,0
1021,0
1388,0
284,0
569,0
1116,0
590,0
1318,0
554,0
577,0
1383,0
477,43.54092174791418
279,0
776,0
1258,0
746,0
496,13.853320795088896
1179,0
191,0
1283,0
35,0
1091,0
1068,0
585,0
440,36.508991841691916
226,0
190,0
223,0
1051,0
1196,0
1082,0
847,0
264,0
71,0
216,0
456,129.22815845492278
255,0
1036,0
1120,0
1081,0
179,0
135,0
758,0
654,0
524,0
368,0
907,0
379,6.804500838362201
784,0
1,0
150,0
12,0
786,0
707,0
705,0
1065,0
1356,0
1145,0
668,0
545,0
479,105.56322506279025
1002,0
1194,0
1214,0
1141,0
364,0
806,0
363,0
997,0
136,0
716,0
764,0
387,14.892409959863295
1003,0
1195,0
17,0
1128,0
1057,0
860,0
366,0
88,0
1385,0
1337,0
406,19.741570392459803
1251,0
809,0
36,0
490,31.310045979728628
801,0
466,3.9630974369258998
670,0
903,0
638,0
548,0
779,0
122,0
737,0
410,124.3789120415621
1277,0
684,0
19,0
864,0
20,0
1186,0
852,0
392,4.5679606224196005
340,0
669,0
1184,0
1232,0
990,0
394,5.2703918872484
389,116.94590392516858
861,0
1178,0
128,0
795,0
33,0
846,0
77,0
454,20.87019814463847
361,0
14,0
1776,0.127450097933
745,0
695,0
447,17.96563906809419
1411,0
996,0
588,0
1381,0
243,0
107,0
248,0
467,46.011728851788604
1118,0
50,0
904,0
658,0
1159,0
657,0
1403,0
506,74.07213805087419
1189,0
1405,0
445,80.13865028144586
1270,0
95,0
78,0
28,0
378,3.2752960632523
211,0
118,0
299,0
55,0
566,0
868,0
1109,0
241,0
1029,0
221,0
5,0
383,3.7605155925309
635,0
1262,0
85,0
106,0
399,122.79222645697232
834,0
1117,0
636,0
819,0
1169,0
1350,0
94,0
273,0
965,0
827,0
1185,0
1158,0
1024,0
1115,0
528,0
895,0
421,52.67304298833428
714,0
110,0
681,0
313,0
688,0
217,0
653,0
262,0
444,44.5182537072832
788,0
604,0
1230,0
224,0
631,0
1236,0
841,0
1380,0
694,0
301,0
743,0
309,0
121,0
31,0
1259,0
851,0
1294,0
1252,0
418,86.77848579887286
897,0
307,0
649,0
351,0
73,0
1260,0
328,0
220,0
966,0
1235,0
1188,0
372,0
666,0
295,0
66,0
1278,0
616,0
455,23.103963300143977
1183,0
771,0
731,0
362,0
523,0
163,0
40,0
1379,0
270,0
354,0
239,0
1165,0
84,0
1131,0
1224,0
531,0
142,0
1090,0
426,73.1698234422899
522,0
32,0
1096,0
918,0
138,0
1375,0
902,0
532,0
995,0
391,51.46182442364067
143,0
343,0
322,0
231,0
1093,0
338,0
567,0
614,0
315,0
187,0
529,0
862,0
982,0
770,0
704,0
1140,0
1280,0
690,0
367,0
457,0.0449845923153
1104,0
1325,0
760,0
1049,0
202,0
844,0
335,0
920,0
600,0
931,0
633,0
254,0
894,0
1164,0
1168,0
1123,0
1351,0
384,9.6551062080305
15,0
22,0
754,0
1245,0
54,0
330,0
98,0
177,0
879,0
1401,0
429,17.964779063763732
676,0
259,0
1250,0
866,0
260,0
1048,0
460,7.759125544297396
913,0
1374,0
69,0
639,0
91,0
1086,0
858,0
1249,0
1402,0
332,0
209,0
358,0
178,0
219,0
510,90.15573881289882
229,0
641,0
2,0
601,0
414,45.285598922552566
1357,0
473,25.1143648520446
621,0
885,0
1363,0
1171,0
29,0
1322,0
61,0
125,0
210,0
975,0
1287,0
277,0
1113,0
293,0
1110,0
471,7.8845917678368025
1100,0
1180,0
855,0
83,0
1408,0
751,0
289,0
665,0
126,0
1153,0
967,0
787,0
355,0
603,0
116,0
691,0
492,8.185241426733072
376,0
629,0
1056,0
840,0
998,0
489,95.21026663162647
1302,0
1332,0
1149,0
944,0
797,0
820,0
1078,0
953,0
667,0
308,0
612,0
222,0
722,0
182,0
108,0
146,0
977,0
1038,0
845,0
515,0
1092,0
1121,0
1284,0
152,0
117,0
204,0
1320,0
176,0
403,64.68099619740273
1033,0
265,0
1150,0
853,0
1378,0
543,0
290,0
811,0
244,0
1124,0
369,0
201,0
119,0
130,0
82,0
947,0
1129,0
890,0
792,0
720,0
732,0
1359,0
898,0
1305,0
537,0
899,0
81,0
749,0
1075,0
141,0
252,0
11,0
1328,0
1362,0
741,0
476,17.87443087138227
165,0
812,0
560,0
565,0
1098,0
60,0
842,0
230,0
218,0
1211,0
1222,0
1135,0
235,0
1130,0
93,0
881,0
51,0
765,0
250,0
1300,0
1367,0
494,13.500803917212
480,55.83671883656151
1173,0
1156,0
706,0
47,0
386,5.833897067752599
930,0
1399,0
611,0
993,0
1136,0
783,0
606,0
942,0
536,0
160,0
901,0
772,0
689,0
1234,0
730,0
1397,0
1200,0
249,0
158,0
1190,0
86,0
587,0
276,0
717,0
341,0
849,0
405,2.8003022010223995
1046,0
1240,0
551,0
831,0
41,0
584,0
1267,0
424,8.98089201813864
1361,0
1309,0
206,0
814,0
1007,0
359,0
58,0
437,42.941321959358774
921,0
303,0
463,2.2993202928893997
630,0
1354,0
1157,0
1176,0
1407,0
832,0
825,0
74,0
1052,0
542,0
609,0
1392,0
465,57.63717426891921
505,72.2144348423991
1119,0
1182,0
388,8.196526283023402
804,0
325,0
568,0
767,0
212,0
871,0
526,0
534,0
336,0
172,0
245,0
610,0
984,0
500,148.26314776397223
1087,0
491,69.33021489366882
251,0
1246,0
97,0
114,0
887,0
692,0
924,0
1181,0
329,0
518,0
702,0
810,0
750,0
766,0
1223,0
1219,0
205,0
1387,0
147,0
1059,0
1202,0
272,0
1297,0
1394,0
1074,0
1288,0
451,88.72592770967151
353,0
863,0
346,0
807,0
1321,0
200,0
360,0
1134,0
113,0
1299,0
347,0
708,0
1348,0
428,26.73511194501869
302,0
1227,0
1062,0
1285,0
193,0
115,0
876,0
281,0
274,0
1410,0
1193,0
419,21.637817539151857
1371,0
826,0
573,0
1209,0
318,0
617,0
1197,0
153,0
555,0
571,0
155,0
1400,0
553,0
326,0
404,44.8677570241636
485,58.65795185889068
464,7.003822589774701
1020,0
1148,0
1334,0
263,0
1289,0
334,0
253,0
1032,0
44,0
628,0
228,0
507,45.11106894662369
365,0
1160,0
443,60.57762765122519
983,0
416,11.723688927758106
181,0
1414,0
1133,0
408,79.98687057646416
541,0
407,33.3679606755843
92,0
482,123.28990995351184
1368,0
615,0
