source,target,weight
377,377,0.025901994527275672
378,378,0.025247576837142245
379,379,0.029362169369673726
380,382,0.130518761165209
380,381,0.10581387649038536
380,380,0.035751095980369234
381,382,0.0006900773696280263
381,381,0.027876321703251276
381,380,0.0897540628690506
382,382,0.03696403062321541
382,381,0.0007292658413337362
382,380,0.12235633332619451
383,383,0.029611269918221036
384,384,0.028152191081846047
385,385,0.022428260975390232
386,387,0.08936473864941454
386,386,0.03045361670275032
387,387,0.028866833392835748
387,386,0.06912859312949282
388,388,0.03214508503970194
389,391,0.19524032165204142
389,389,0.04165849372499674
389,390,0.03395643244417794
390,391,0.13747967292820193
390,389,0.03534969396802373
390,390,0.02736508738080894
391,391,0.03048846289704905
391,389,0.1839452442599756
391,390,0.0932041628517381
392,392,0.02923400388428138
393,394,0.13927061081485334
393,393,0.0282912014628106
394,394,0.02556306922309142
395,395,0.018792551643023476
396,396,0.02905466419679303
397,397,0.030349095177110718
398,399,0.48152117186762017
398,398,0.025044052450606962
399,399,0.03943153356949697
399,398,0.432031343020193
400,400,0.028369837719085345
401,401,0.0250368447181571
402,402,0.022658149948111127
402,401,0.10699311365948576
403,403,0.03429885108586417
403,404,0.4273973000982988
404,404,0.02404172603937477
405,405,0.031106105657572224
406,406,0.02380291416670271
407,407,0.029714687306934336
408,408,0.03638043076676462
408,409,0.11172363118654242
409,408,0.09825851862260981
409,409,0.02657776055993789
410,410,0.029049419178682874
411,411,0.03501329687694135
411,412,0.08831264712791657
411,413,0.19018835526700748
412,411,0.09140655965680822
412,412,0.03845802829102146
412,413,0.19569114938148507
413,413,0.02359057059034549
414,414,0.030451774187916853
415,415,0.03160337837661223
416,416,0.02941756370142718
417,427,0.0900528820691535
417,422,0.07692882676881056
417,418,0.038051312981228505
417,420,0.08036789690490516
417,425,0.08169422223283011
417,423,0.07585703726284614
417,443,0.12748919161006725
417,424,0.05080805034931355
417,439,0.09802824883144362
417,436,0.1004747495052925
417,429,0.11372600186710963
417,431,0.13587577887526942
417,426,0.08692023109003229
417,437,0.12220249084006791
417,434,0.11103555268177225
417,441,0.11778458472052028
417,433,0.1302307335451135
417,438,0.10479146600224355
417,445,0.12486342062177236
417,419,0.04052881664724644
417,444,0.09418875899183736
417,435,0.10246039643896224
417,442,0.13557340433437592
